STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,ETHNIC_POPES_ERP_005,Ethnic group,YEAR_POPES_ERP_005,Year at 30 June,SEX_POPES_ERP_005,Sex,AGE_POPES_ERP_005,Age,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,1,Male,088,88 years,0,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,3,"Total people, sex",030,30 years,410,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,3,"Total people, sex",062,62 years,40,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,1,Male,027,27 years,28050,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,2,Female,052,52 years,18920,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,2,Female,11,50-54 years,103960,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,1,Male,066,66 years,11480,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,3,"Total people, sex",075,75 years,20010,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,1,Male,071,71 years,560,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,1,Male,086,86 years,60,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,2,Female,010,10 years,7080,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,2,Female,027,27 years,4830,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,1,Male,053,53 years,820,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,1,Male,088,88 years,20,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,2,Female,054,54 years,810,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,1,Male,014,14 years,2140,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,1,Male,031,31 years,2020,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,2,Female,056,56 years,920,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,3,"Total people, sex",077,77 years,320,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,1,Male,026,26 years,210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,1,Male,036,36 years,290,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,1,Male,043,43 years,240,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,1,Male,093,93 years,0,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,2,Female,051,51 years,110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,3,"Total people, sex",025,25 years,400,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,1,Male,2,15-39 years,682300,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,3,"Total people, sex",02,5-9 years,295470,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,3,"Total people, sex",17,80-84 years,62520,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,1,Male,014,14 years,29280,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,1,Male,029,29 years,27110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,1,Male,064,64 years,14090,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,2,Female,089,89 years,3480,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,3,"Total people, sex",063,63 years,29970,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2006,2006,2,Female,13,60-64 years,81210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2006,2006,2,Female,071,71 years,11110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2006,2006,2,Female,086,86 years,6020,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2006,2006,3,"Total people, sex",020,20 years,41030,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2006,2006,3,"Total people, sex",085,85 years,10360,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,3,"Total people, sex",030,30 years,8320,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,2,Female,11,50-54 years,5780,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,1,Male,075,75 years,210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,2,Female,044,44 years,1630,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,2,Female,079,79 years,170,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,2,Female,084,84 years,80,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,3,"Total people, sex",032,32 years,4150,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,3,"Total people, sex",005,5 years,7660,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2006,2006,3,"Total people, sex",01,0-4 years,26870,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2006,2006,1,Male,048,48 years,2640,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2006,2006,1,Male,001,1 years,2870,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2006,2006,3,"Total people, sex",047,47 years,5450,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2006,2006,3,"Total people, sex",087,87 years,130,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2006,2006,1,Male,011,11 years,350,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2006,2006,2,Female,039,39 years,300,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2006,2006,2,Female,046,46 years,210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2006,2006,3,"Total people, sex",015,15 years,690,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2006,2006,2,Female,01,0-4 years,139790,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2006,2006,2,Female,14,65-69 years,79910,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2006,2006,1,Male,051,51 years,26550,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2006,2006,2,Female,049,49 years,29280,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2006,2006,3,"Total people, sex",008,8 years,58580,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,1,Male,10,45-49 years,113780,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,2,Female,2,15-39 years,500300,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,2,Female,18,85-89 years,28780,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,3,"Total people, sex",09,40-44 years,235640,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,1,Male,075,75 years,10300,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,2,Female,044,44 years,24500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,2,Female,064,64 years,19930,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,2,Female,074,74 years,12190,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,2,Female,084,84 years,7520,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,3,"Total people, sex",057,57 years,43270,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,3,"Total people, sex",089,89 years,6800,
